,Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,MARCTagCondition3,Condition3Values,MARCTagCondition4,RDA Registry URI,RDA Registry Label, ,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized)
39,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,,Undefined,*,,,,"a, b, c, d, g, q, u",,,,$e or $4 is not provided or is provided with a value that does not map to any RDA URI from the Agent Relator Transformation Table,check aggregate markers ,,,no $2 and  040 $b = eng,,no $1 or $0 that can be converted into a rwo uri,https://www.rdaregistry.info/Elements/w/object/#P10313,has related family of work ,structured , ,"<WorkIRI> has related family of work  <familyIRI> (minted)
<familyIRI> rdaad:P50409 <nomenIRI>. // has authorized access point for family
<nomenIRI> rdand:P80068 ""value of a, b, c, d, g, j, q, u"" . // has nomen string
<nomenIRI> rdano:P80069 <http://id.loc.gov/authorities/names > . // has scheme of nomen",,
40,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,0|1,,Undefined,*,,,,$d,,,,,,,,,,,https://www.rdaregistry.info/Elements/a/datatype/#P50347,has related timespan of person,unstructured,,"<person> rdaad:P50347 [value of $b]. // has related timespan of person
",Are these elements from line 42-48 belong to an authority record? Do we include these kind of information in a bib record?--JPL 2024-12-10,coded - CP 2024-09-12
41,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,0|1,,Undefined,*,,,,$d,,,,"Before a hyphen; if no hypen, then after ""b."" or ""born""", ,,,,,,https://www.rdaregistry.info/Elements/a/datatype/#P50121,has date of birth,unstructured,,"<person> rdaad:P50121 [value before a hyphen; if no hypen, then after ""b."" or ""born""]
",,"coded, remove ending period - CP 2024-09-12"
42,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,0|1,,Undefined,*,,,,$d,,,,"After a hyphen; if no hyphen, then after ""d.""  or ""died""", ,,,,,,https://www.rdaregistry.info/Elements/a/datatype/#P50120,has date of death,unstructured,,"<person> rdaad:P50120 [value after a hyphen; if no hyphen, then after ""d.""  or ""died""]
",,"coded, remove ending period - CP 2024-09-12"
43,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,0|1,,Undefined,*,,,,$q,,,,,,,,,,,https://www.rdaregistry.info/Elements/a/datatype/#P50115,has fuller form of name,unstructured,,<person> rdaad:P50115 [value of $q],,"coded, remove surrounding parentheses and any periods or commas outside of parentheses - CP 2024-09-12"
44,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,0,,Undefined,*,,,,"$a, $b",,,,,,,,,,,https://www.rdaregistry.info/Elements/a/datatype/#P50111,has name of person,unstructured,,"<person> rdaad:P500111 [value of $a + $b]
",,
45,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,,Undefined,*,,,,$c,,,,,,,,,,,https://www.rdaregistry.info/Elements/a/datatype/#P50059,has hereditary term of honour,unstructured,,<family> rdatd:P70012 [value of $c],,
46,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,,Undefined,*,,,,$d,,,,,,,,,,,https://www.rdaregistry.info/Elements/t/datatype/#P70012,has related timespan of family,unstructured,,<family> rdatd:P70012 [value of $d],,
47,delete,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,not map,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,"a, b, c, d, g, q, u",Personal name (NR),,,$e,aggregator,,,,,,http://rdaregistry.info/Elements/w/P10393,has aggregator agent,structured description,"mapping to more specific properties, person and family","values of a, b, c, d, g, q, and/or u in order as they appear and retain existing punctuations","if  indicator 1 can be either in this mapping, do we still need to map indicator with values 0, 1, and 3 individually?",
49,not map,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,"a, b, c, d, g, q, u",Personal name (NR),,,$e,aggregator,,,,,,http://rdaregistry.info/Elements/w/P10495,has aggregator collective agent,structured description,"mapping to more specific properties, person and family","values of a, b, c, d, g, q, and/or u in order as they appear and retain existing punctuations","Family name is mapping to both ""has aggregator collective agent"" and ""has aggregator family,"" should we map to the most specific property only?",
50,not map,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,"a, b, c, d, g, q, u",Personal name (NR),,,$e,architect,,,,,,http://rdaregistry.info/Elements/w/P10485,has architect collective agent,structured description,,"values of a, b, c, d, g, q, and/or u in order as they appear and retain existing punctuations",,
51,not map,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,"a, b, c, d, g, q, u",Personal name (NR),,,4,arc,,,,,,http://rdaregistry.info/Elements/w/P10485,has architect collective agent,structured description,,"values of a, b, c, d, g, q, and/or u in order as they appear and retain existing punctuations",,
52,not map,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,"a, b, c, d, g, q, u",Personal name (NR),,,$e,artist,,,,,,http://rdaregistry.info/Elements/w/P10058,has artist agent,structured description,mapping to specific properties person and family,"values of a, b, c, d, g, q, and/or u in order as they appear and retain existing punctuations",,
53,not map,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,"a, b, c, d, g, q, u",Personal name (NR),,,$4,art,,,,,,http://rdaregistry.info/Elements/w/P10058,has artist agent,structured description,mapping to specific properties person and family,"values of a, b, c, d, g, q, and/or u in order as they appear and retain existing punctuations",,
54,NOT MAP,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,1,Surname,Undefined,#,Undefined,,,8,Field link and sequence number (R),,,,,,,,,,,,,,,,
55,NOT MAP,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,2,Multiple surname [OBSOLETE],Undefined,#,Undefined,,,8,Field link and sequence number (R),,,,,,,,,,,,,,,,
56,NOT MAP,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,#,Undefined,,,8,Field link and sequence number (R),,,,,,,,,,,,,,,,Decision made not to map $8
57,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,"a, b, c, d, g, q, u",Personal name (NR),,,$e,interviewee,,,,,,http://rdaregistry.info/Elements/w/P10059,has interviewee agent of work,structured description,,,is,
58,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,"a, b, c, d, g, q, u",Personal name (NR),,,$4,ive,,,,,,http://rdaregistry.info/Elements/w/P10059,has interviewee agent of work,structured description,,,is,
59,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,1,Real World Object URI (R),,,$e,aggregator,,,,,,http://rdaregistry.info/Elements/w/P10589,has aggregator family,IRI,,,,
60,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,"a, b, c, d, g, q, u",Personal name (NR),,,$e,aggregator,,,,,,http://rdaregistry.info/Elements/w/P10589,has aggregator family,structured description,,"values of a, b, c, d, g, q, and/or u in order as they appear and retain existing punctuations",,
61,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,"0, 1",Forename,Undefined,*,,,,1,Real World Object URI (R),,,$e,aggregator,,,,,,http://rdaregistry.info/Elements/w/P10448,has aggregator person,IRI,,,,
62,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,"0, 1",Forename,Undefined,*,,,,"a, b, c, d, g, q, u",Personal name (NR),,,$e,aggregator,,,,,,http://rdaregistry.info/Elements/w/P10448,has aggregator person,structured description,,"values of a, b, c, d, g, q, and/or u in order as they appear and retain existing punctuations","Can we combine first indicator values 0 and 1 since both are mapping to ""has aggregator person""?",
63,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,1,Real World Object URI (R),,,$e,architect,,,,,,http://rdaregistry.info/Elements/w/P10579,has architect family,IRI,,,,
64,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,1,Real World Object URI (R),,,4,arc ,,,,,,http://rdaregistry.info/Elements/w/P10579,has architect family,IRI,,,,
65,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,"a, b, c, d, g, q, u",Personal name (NR),,,$e,architect,,,,,,http://rdaregistry.info/Elements/w/P10579,has architect family,structured description,,"values of a, b, c, d, g, q, and/or u in order as they appear and retain existing punctuations",,
66,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,"a, b, c, d, g, q, u",Personal name (NR),,,4,arc ,,,,,,http://rdaregistry.info/Elements/w/P10579,has architect family,structured description,,"values of a, b, c, d, g, q, and/or u in order as they appear and retain existing punctuations",,
67,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,"0, 1",Forename,Undefined,*,,,,"a, b, c, d, g, q, u",Personal name (NR),,,$e,architect,,,,,,http://rdaregistry.info/Elements/w/P10438,has architect person,structured description,,"values of a, b, c, d, g, q, and/or u in order as they appear and retain existing punctuations",,
68,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,"0, 1",Forename,Undefined,*,,,,"a, b, c, d, g, q, u",Personal name (NR),,,4,arc ,,,,,,http://rdaregistry.info/Elements/w/P10438,has architect person,structured description,,"values of a, b, c, d, g, q, and/or u in order as they appear and retain existing punctuations",,
69,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,"a, b, c, d, g, q, u",Personal name (NR),,,$e,artist,,,,,,http://rdaregistry.info/Elements/w/P10498,has artist collective agent,structured description,,,,
70,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,"a, b, c, d, g, q, u",Personal name (NR),,,4,art,,,,,,http://rdaregistry.info/Elements/w/P10498,has artist collective agent,structured description,,,,
71,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,"a, b, c, d, g, q, u",Personal name (NR),,,$e,artist,,,,,,http://rdaregistry.info/Elements/w/P10592,has artist family,structured description,,"values of a, b, c, d, g, q, and/or u in order as they appear and retain existing punctuations",,
72,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,"a, b, c, d, g, q, u",Personal name (NR),,,4,art,,,,,,http://rdaregistry.info/Elements/w/P10592,has artist family,structured description,,"values of a, b, c, d, g, q, and/or u in order as they appear and retain existing punctuations",,
73,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,0,Forename,Undefined,*,,,,"a, b, c, d, g, q, u",Personal name (NR),,,$e,artist,,,,,,http://rdaregistry.info/Elements/w/P10451,has artist person,structured description,,"values of a, b, c, d, g, q, and/or u in order as they appear and retain existing punctuations",,
74,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,0,Forename,Undefined,*,,,,"a, b, c, d, g, q, u",Personal name (NR),,,4,art,,,,,,http://rdaregistry.info/Elements/w/P10451,has artist person,structured description,,"values of a, b, c, d, g, q, and/or u in order as they appear and retain existing punctuations",,
75,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,1,Surname,Undefined,*,,,,"a, b, c, d, g, q, u",Personal name (NR),,,$e,artist,,,,,,http://rdaregistry.info/Elements/w/P10451,has artist person,structured description,,"values of a, b, c, d, g, q, and/or u in order as they appear and retain existing punctuations",,
76,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,1,Surname,Undefined,*,,,,"a, b, c, d, g, q, u",Personal name (NR),,,4,art,,,,,,http://rdaregistry.info/Elements/w/P10451,has artist person,structured description,,"values of a, b, c, d, g, q, and/or u in order as they appear and retain existing punctuations",,
77,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,"a, b, c, d, g, q, u",Personal name (NR),,,$e,author,,,,,,http://rdaregistry.info/Elements/w/P10061,has author agent,structured description,,"values of a, b, c, d, g, q, and/or u in order as they appear and retain existing punctuations",,
78,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,"a, b, c, d, g, q, u",Personal name (NR),,,$4,aut,,,,,,http://rdaregistry.info/Elements/w/P10061,has author agent,structured description,,"values of a, b, c, d, g, q, and/or u in order as they appear and retain existing punctuations",,
79,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,"a, b, c, d, g, q, u",Personal name (NR),,,$e,author,,,,,,http://rdaregistry.info/Elements/w/P10483,has author collective agent,structured description,,"values of a, b, c, d, g, q, and/or u in order as they appear and retain existing punctuations",,
80,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,"a, b, c, d, g, q, u",Personal name (NR),,,4,aut,,,,,,http://rdaregistry.info/Elements/w/P10483,has author collective agent,structured description,,"values of a, b, c, d, g, q, and/or u in order as they appear and retain existing punctuations",,
